ticker,sector,industry,next_earnings,marketCap,shortName,longName,exchange1,exchange2
CMG,Consumer Cyclical,Restaurants,2025-07-22,67004211200,"Chipotle Mexican Grill, Inc.","Chipotle Mexican Grill, Inc.",NYSE,Delayed Quote
CHH,Consumer Cyclical,Lodging,2025-08-06,5889037312,"Choice Hotels International, In","Choice Hotels International, Inc.",NYSE,Delayed Quote
CHRD,Energy,Oil & Gas E&P,2025-08-05,5255686656,Chord Energy Corporation,Chord Energy Corporation,NasdaqGS,Nasdaq Real Time Price
CB,Financial Services,Insurance - Property & Casualty,2025-07-21,117880020992,Chubb Limited,Chubb Limited,NYSE,Delayed Quote
CHD,Consumer Defensive,Household & Personal Products,2025-07-31,24169623552,"Church & Dwight Company, Inc.","Church & Dwight Co., Inc.",NYSE,Nasdaq Real Time Price
CHDN,Consumer Cyclical,Gambling,2025-07-22,6863132672,"Churchill Downs, Incorporated",Churchill Downs Incorporated,NasdaqGS,Nasdaq Real Time Price
CIEN,Technology,Communication Equipment,2025-06-05,11592006656,Ciena Corporation,Ciena Corporation,NYSE,Delayed Quote
CI,Healthcare,Healthcare Plans,2025-07-30,83361972224,The Cigna Group,The Cigna Group,NYSE,Delayed Quote
CINF,Financial Services,Insurance - Property & Casualty,2025-07-23,23440910336,Cincinnati Financial Corporatio,Cincinnati Financial Corporation,NasdaqGS,Nasdaq Real Time Price
CTAS,Industrials,Specialty Business Services,2025-07-16,90751131648,Cintas Corporation,Cintas Corporation,NasdaqGS,Nasdaq Real Time Price
CRUS,Technology,Semiconductors,2025-08-04,5146213376,"Cirrus Logic, Inc.","Cirrus Logic, Inc.",NasdaqGS,Nasdaq Real Time Price
CSCO,Technology,Communication Equipment,2025-08-12,249678004224,"Cisco Systems, Inc.","Cisco Systems, Inc.",NasdaqGS,Nasdaq Real Time Price
C,Financial Services,Banks - Diversified,2025-07-15,141069647872,"Citigroup, Inc.",Citigroup Inc.,NYSE,Delayed Quote
CFG,Financial Services,Banks - Regional,2025-07-17,17458708480,"Citizens Financial Group, Inc.","Citizens Financial Group, Inc.",NYSE,Nasdaq Real Time Price
CIVI,Energy,Oil & Gas E&P,2025-07-30,2629269248,"Civitas Resources, Inc.","Civitas Resources, Inc.",NYSE,Delayed Quote
CLVT,Technology,Information Technology Services,2025-08-04,2903119616,Clarivate Plc,Clarivate Plc,NYSE,Delayed Quote
CLH,Industrials,Waste Management,2025-07-29,12091308032,"Clean Harbors, Inc.","Clean Harbors, Inc.",NYSE,Delayed Quote
CWEN,Utilities,Utilities - Renewable,2025-07-30,6003381760,"Clearway Energy, Inc.","Clearway Energy, Inc.",NYSE,Delayed Quote
CLF,Basic Materials,Steel,2025-07-21,2918470400,Cleveland-Cliffs Inc.,Cleveland-Cliffs Inc.,NYSE,Nasdaq Real Time Price
CLX,Consumer Defensive,Household & Personal Products,2025-07-30,16144911360,Clorox Company (The),The Clorox Company,NYSE,Nasdaq Real Time Price
NET,Technology,Software - Infrastructure,2025-07-30,56899497984,"Cloudflare, Inc.","Cloudflare, Inc.",NYSE,Delayed Quote
CME,Financial Services,Financial Data & Stock Exchanges,2025-07-22,103015825408,CME Group Inc.,CME Group Inc.,NasdaqGS,Nasdaq Real Time Price
CMS,Utilities,Utilities - Regulated Electric,2025-07-23,20804075520,CMS Energy Corporation,CMS Energy Corporation,NYSE,Delayed Quote
CNA,Financial Services,Insurance - Property & Casualty,2025-07-28,12884314112,CNA Financial Corporation,CNA Financial Corporation,NYSE,N/A
CNH,Industrials,Farm & Heavy Construction Machinery,2025-08-01,15805289472,CNH Industrial N.V.,CNH Industrial N.V.,NYSE,Nasdaq Real Time Price
KO,Consumer Defensive,Beverages - Non-Alcoholic,2025-07-21,307712229376,Coca-Cola Company (The),The Coca-Cola Company,NYSE,Nasdaq Real Time Price
COKE,Consumer Defensive,Beverages - Non-Alcoholic,2025-07-29,9937396736,"Coca-Cola Consolidated, Inc.","Coca-Cola Consolidated, Inc.",NasdaqGS,Nasdaq Real Time Price
CGNX,Technology,Scientific & Technical Instruments,2025-07-29,5156812288,Cognex Corporation,Cognex Corporation,NasdaqGS,Nasdaq Real Time Price
CTSH,Technology,Information Technology Services,2025-07-29,39755776000,Cognizant Technology Solutions ,Cognizant Technology Solutions Corporation,NasdaqGS,Nasdaq Real Time Price
COHR,Technology,Scientific & Technical Instruments,2025-08-13,12360667136,Coherent Corp.,Coherent Corp.,NYSE,Delayed Quote
COIN,Financial Services,Financial Data & Stock Exchanges,2025-07-31,63380791296,"Coinbase Global, Inc.","Coinbase Global, Inc.",NasdaqGS,Nasdaq Real Time Price
CL,Consumer Defensive,Household & Personal Products,2025-07-24,74801766400,Colgate-Palmolive Company,Colgate-Palmolive Company,NYSE,N/A
COLB,Financial Services,Banks - Regional,2025-07-23,5015395840,"Columbia Banking System, Inc.","Columbia Banking System, Inc.",NasdaqGS,Nasdaq Real Time Price
COLM,Consumer Cyclical,Apparel Manufacturing,2025-07-31,3531529216,Columbia Sportswear Company,Columbia Sportswear Company,NasdaqGS,Nasdaq Real Time Price
CMCSA,Communication Services,Telecom Services,2025-07-21,127991234560,Comcast Corporation,Comcast Corporation,NasdaqGS,Nasdaq Real Time Price
CMA,Financial Services,Banks - Regional,2025-07-18,7553618944,Comerica Incorporated,Comerica Incorporated,NYSE,Delayed Quote
FIX,Industrials,Engineering & Construction,2025-07-23,16890632192,"Comfort Systems USA, Inc.","Comfort Systems USA, Inc.",NYSE,Nasdaq Real Time Price
CBSH,Financial Services,Banks - Regional,2025-07-16,8440654848,"Commerce Bancshares, Inc.","Commerce Bancshares, Inc.",NasdaqGS,Nasdaq Real Time Price
CAG,Consumer Defensive,Packaged Foods,2025-07-09,10821795840,"ConAgra Brands, Inc.","Conagra Brands, Inc.",NYSE,Delayed Quote
CNXC,Technology,Information Technology Services,2025-06-24,3669468160,Concentrix Corporation,Concentrix Corporation,NasdaqGS,Nasdaq Real Time Price
CFLT,Technology,Software - Infrastructure,2025-07-29,7856201728,"Confluent, Inc.","Confluent, Inc.",NasdaqGS,Nasdaq Real Time Price
COP,Energy,Oil & Gas E&P,2025-07-30,108062294016,ConocoPhillips,ConocoPhillips,NYSE,Delayed Quote
ED,Utilities,Utilities - Regulated Electric,2025-07-30,37247397888,"Consolidated Edison, Inc.","Consolidated Edison, Inc.",NYSE,Delayed Quote
STZ,Consumer Defensive,Beverages - Brewers,2025-07-01,31996829696,"Constellation Brands, Inc.","Constellation Brands, Inc.",NYSE,Delayed Quote
CEG,Utilities,Utilities - Renewable,2025-08-05,95081308160,Constellation Energy Corporatio,Constellation Energy Corporation,NasdaqGS,Nasdaq Real Time Price
COO,Healthcare,Medical Instruments & Supplies,2025-08-26,15988560896,"The Cooper Companies, Inc.","The Cooper Companies, Inc.",NasdaqGS,Nasdaq Real Time Price
CPRT,Industrials,Specialty Business Services,2025-05-22,49676500992,"Copart, Inc.","Copart, Inc.",NasdaqGS,Nasdaq Real Time Price
CNM,Industrials,Industrial Distribution,2025-06-10,10787502080,"Core & Main, Inc.","Core & Main, Inc.",NYSE,Delayed Quote
GLW,Technology,Electronic Components,2025-07-07,42789289984,Corning Incorporated,Corning Incorporated,NYSE,Delayed Quote
CPAY,Technology,Software - Infrastructure,2025-08-05,23235328000,"Corpay, Inc.","Corpay, Inc.",NYSE,Nasdaq Real Time Price
CTVA,Basic Materials,Agricultural Inputs,2025-08-06,47554068480,"Corteva, Inc.","Corteva, Inc.",NYSE,Nasdaq Real Time Price
CSGP,Real Estate,Real Estate Services,2025-07-21,31249170432,"CoStar Group, Inc.","CoStar Group, Inc.",NasdaqGS,Nasdaq Real Time Price
COST,Consumer Defensive,Discount Stores,2025-05-29,447560777728,Costco Wholesale Corporation,Costco Wholesale Corporation,NasdaqGS,Nasdaq Real Time Price
CTRA,Energy,Oil & Gas E&P,2025-07-30,18875443200,Coterra Energy Inc.,Coterra Energy Inc.,NYSE,Delayed Quote
COTY,Consumer Defensive,Household & Personal Products,2025-08-18,4352727040,Coty Inc.,Coty Inc.,NYSE,Delayed Quote
CPNG,Consumer Cyclical,Internet Retail,2025-08-04,50637361152,"Coupang, Inc.","Coupang, Inc.",NYSE,Delayed Quote
CUZ,Real Estate,REIT - Office,2025-07-23,4761013760,Cousins Properties Incorporated,Cousins Properties Incorporated,NYSE,Delayed Quote
CR,Industrials,Specialty Industrial Machinery,2025-07-29,9963233280,Crane Company,Crane Company,NYSE,Delayed Quote
CXT,Industrials,Specialty Industrial Machinery,2025-08-05,3106358272,"Crane NXT, Co.","Crane NXT, Co.",NYSE,Delayed Quote
CACC,Financial Services,Credit Services,2025-07-29,5604954624,Credit Acceptance Corporation,Credit Acceptance Corporation,NasdaqGS,Nasdaq Real Time Price
CRH,Basic Materials,Building Materials,2025-08-06,62044491776,CRH PLC,CRH plc,NYSE,Nasdaq Real Time Price
CROX,Consumer Cyclical,Footwear & Accessories,2025-07-30,5826712064,"Crocs, Inc.","Crocs, Inc.",NasdaqGS,Nasdaq Real Time Price
CRWD,Technology,Software - Infrastructure,2025-06-03,114277638144,"CrowdStrike Holdings, Inc.","CrowdStrike Holdings, Inc.",NasdaqGS,Nasdaq Real Time Price
CCI,Real Estate,REIT - Specialty,2025-07-15,43698311168,Crown Castle Inc.,Crown Castle Inc.,NYSE,Delayed Quote
CCK,Consumer Cyclical,Packaging & Containers,2025-07-21,11465776128,"Crown Holdings, Inc.","Crown Holdings, Inc.",NYSE,Nasdaq Real Time Price
CSX,Industrials,Railroads,2025-08-04,59024039936,CSX Corporation,CSX Corporation,NasdaqGS,Nasdaq Real Time Price
CUBE,Real Estate,REIT - Industrial,2025-07-30,9784662016,CubeSmart,CubeSmart,NYSE,Delayed Quote
CMI,Industrials,Specialty Industrial Machinery,2025-07-30,44751089664,Cummins Inc.,Cummins Inc.,NYSE,Delayed Quote
CW,Industrials,Aerospace & Defense,2025-08-05,16619472896,Curtiss-Wright Corporation,Curtiss-Wright Corporation,NYSE,Delayed Quote
CVS,Healthcare,Healthcare Plans,2025-08-05,79417958400,CVS Health Corporation,CVS Health Corporation,NYSE,Delayed Quote
DHI,Consumer Cyclical,Residential Construction,2025-07-22,36330295296,"D.R. Horton, Inc.","D.R. Horton, Inc.",NYSE,Delayed Quote
DHR,Healthcare,Diagnostics & Research,2025-07-21,136313667584,Danaher Corporation,Danaher Corporation,NYSE,Delayed Quote
DRI,Consumer Cyclical,Restaurants,2025-06-20,25009627136,"Darden Restaurants, Inc.","Darden Restaurants, Inc.",NYSE,Delayed Quote
DAR,Consumer Defensive,Packaged Foods,2025-07-22,4923489792,Darling Ingredients Inc.,Darling Ingredients Inc.,NYSE,Delayed Quote
DDOG,Technology,Software - Application,2025-08-06,40406298624,"Datadog, Inc.","Datadog, Inc.",NasdaqGS,Nasdaq Real Time Price
DVA,Healthcare,Medical Care Facilities,2025-08-04,10303412224,DaVita Inc.,DaVita Inc.,NYSE,Delayed Quote
DAY,Technology,Software - Application,2025-07-29,9225133056,"Dayforce, Inc.",Dayforce Inc,NYSE,Delayed Quote
DECK,Consumer Cyclical,Footwear & Accessories,2025-07-23,16029999104,Deckers Outdoor Corporation,Deckers Outdoor Corporation,NYSE,Delayed Quote
DE,Industrials,Farm & Heavy Construction Machinery,2025-08-13,136643387392,Deere & Company,Deere & Company,NYSE,Delayed Quote
DAL,Industrials,Airlines,2025-07-09,31668221952,"Delta Air Lines, Inc.","Delta Air Lines, Inc.",NYSE,Delayed Quote
DELL,Technology,Computer Hardware,2025-08-28,77663608832,Dell Technologies Inc.,Dell Technologies Inc.,NYSE,Nasdaq Real Time Price
XRAY,Healthcare,Medical Instruments & Supplies,2025-07-29,3254454528,DENTSPLY SIRONA Inc.,DENTSPLY SIRONA Inc.,NasdaqGS,Nasdaq Real Time Price
DVN,Energy,Oil & Gas E&P,2025-08-04,19975731200,Devon Energy Corporation,Devon Energy Corporation,NYSE,Delayed Quote
DXCM,Healthcare,Medical Devices,2025-07-23,33274200064,"DexCom, Inc.","DexCom, Inc.",NasdaqGS,Nasdaq Real Time Price
FANG,Energy,Oil & Gas E&P,2025-08-04,40263671808,"Diamondback Energy, Inc.","Diamondback Energy, Inc.",NasdaqGS,Nasdaq Real Time Price
DKS,Consumer Cyclical,Specialty Retail,2025-05-28,14505136128,Dick's Sporting Goods Inc,"DICK'S Sporting Goods, Inc.",NYSE,Delayed Quote
DLR,Real Estate,REIT - Specialty,2025-07-23,59109466112,"Digital Realty Trust, Inc.","Digital Realty Trust, Inc.",NYSE,Delayed Quote
DDS,Consumer Cyclical,Department Stores,2025-08-13,6278375936,"Dillard's, Inc.","Dillard's, Inc.",NYSE,N/A
DOCU,Technology,Software - Application,2025-06-05,17356531712,"DocuSign, Inc.","DocuSign, Inc.",NasdaqGS,Nasdaq Real Time Price
DLB,Industrials,Specialty Business Services,2025-08-05,7204964864,Dolby Laboratories,"Dolby Laboratories, Inc.",NYSE,Delayed Quote
DG,Consumer Defensive,Discount Stores,2025-06-03,21350256640,Dollar General Corporation,Dollar General Corporation,NYSE,Delayed Quote
DLTR,Consumer Defensive,Discount Stores,2025-06-04,19035205632,"Dollar Tree, Inc.","Dollar Tree, Inc.",NasdaqGS,Nasdaq Real Time Price
D,Utilities,Utilities - Regulated Electric,2025-07-30,47773351936,"Dominion Energy, Inc.","Dominion Energy, Inc.",NYSE,Delayed Quote
DPZ,Consumer Cyclical,Restaurants,2025-07-16,16248275968,Domino's Pizza Inc,"Domino's Pizza, Inc.",NasdaqGS,Nasdaq Real Time Price
DCI,Industrials,Specialty Industrial Machinery,2025-06-03,8335184896,"Donaldson Company, Inc.","Donaldson Company, Inc.",NYSE,Delayed Quote
DASH,Consumer Cyclical,Internet Retail,2025-07-30,86689546240,"DoorDash, Inc.","DoorDash, Inc.",NasdaqGS,Nasdaq Real Time Price
DV,Technology,Software - Application,2025-07-28,2175915264,"DoubleVerify Holdings, Inc.","DoubleVerify Holdings, Inc.",NYSE,Delayed Quote
DOV,Industrials,Specialty Industrial Machinery,2025-07-23,24634845184,Dover Corporation,Dover Corporation,NYSE,Delayed Quote
DOW,Basic Materials,Chemicals,2025-07-24,20350558208,Dow Inc.,Dow Inc.,NYSE,Nasdaq Real Time Price
DOCS,Healthcare,Health Information Services,2025-08-06,9755681792,"Doximity, Inc.","Doximity, Inc.",NYSE,Delayed Quote
DKNG,Consumer Cyclical,Gambling,2025-07-30,17667780608,DraftKings Inc.,DraftKings Inc.,NasdaqGS,Nasdaq Real Time Price
DBX,Technology,Software - Infrastructure,2025-08-06,7830809088,"Dropbox, Inc.","Dropbox, Inc.",NasdaqGS,Nasdaq Real Time Price
DTM,Energy,Oil & Gas Midstream,2025-07-29,10557336576,"DT Midstream, Inc.","DT Midstream, Inc.",NYSE,Delayed Quote
DTE,Utilities,Utilities - Regulated Electric,2025-07-23,28276129792,DTE Energy Company,DTE Energy Company,NYSE,Delayed Quote
DUK,Utilities,Utilities - Regulated Electric,2025-08-04,89734324224,Duke Energy Corporation (Holdin,Duke Energy Corporation,NYSE,Delayed Quote
DNB,Financial Services,Financial Data & Stock Exchanges,2025-07-30,4026627584,"Dun & Bradstreet Holdings, Inc.","Dun & Bradstreet Holdings, Inc.",NYSE,Delayed Quote
DUOL,Technology,Software - Application,2025-08-07,23335733248,"Duolingo, Inc.","Duolingo, Inc.",NasdaqGS,Nasdaq Real Time Price
DD,Basic Materials,Specialty Chemicals,2025-07-29,28868063232,"DuPont de Nemours, Inc.","DuPont de Nemours, Inc.",NYSE,Delayed Quote
BROS,Consumer Cyclical,Restaurants,2025-08-05,11469330432,Dutch Bros Inc.,Dutch Bros Inc.,NYSE,Delayed Quote
DXC,Technology,Information Technology Services,2025-08-06,2802372352,DXC Technology Company,DXC Technology Company,NYSE,Nasdaq Real Time Price
DT,Technology,Software - Application,2025-08-05,16146058240,"Dynatrace, Inc.","Dynatrace, Inc.",NYSE,Delayed Quote
ELF,Consumer Defensive,Household & Personal Products,2025-08-06,6299767808,"e.l.f. Beauty, Inc.","e.l.f. Beauty, Inc.",NYSE,Nasdaq Real Time Price
EXP,Basic Materials,Building Materials,2025-07-28,6703400448,Eagle Materials Inc,Eagle Materials Inc.,NYSE,Nasdaq Real Time Price
EWBC,Financial Services,Banks - Regional,2025-07-22,12682655744,"East West Bancorp, Inc.","East West Bancorp, Inc.",NasdaqGS,Nasdaq Real Time Price
EGP,Real Estate,REIT - Industrial,2025-07-21,8958161920,"EastGroup Properties, Inc.","EastGroup Properties, Inc.",NYSE,Delayed Quote
EMN,Basic Materials,Specialty Chemicals,2025-07-23,9409989632,Eastman Chemical Company,Eastman Chemical Company,NYSE,Delayed Quote
ETN,Industrials,Specialty Industrial Machinery,2025-07-30,127098150912,"Eaton Corporation, PLC",Eaton Corporation plc,NYSE,Delayed Quote
EBAY,Consumer Cyclical,Internet Retail,2025-07-29,33521790976,eBay Inc.,eBay Inc.,NasdaqGS,Nasdaq Real Time Price
ECL,Basic Materials,Specialty Chemicals,2025-07-28,74929651712,Ecolab Inc.,Ecolab Inc.,NYSE,Delayed Quote
EIX,Utilities,Utilities - Regulated Electric,2025-07-23,21500612608,Edison International,Edison International,NYSE,Delayed Quote
EW,Healthcare,Medical Devices,2025-07-22,45596418048,Edwards Lifesciences Corporatio,Edwards Lifesciences Corporation,NYSE,Delayed Quote
ELAN,Healthcare,Drug Manufacturers - Specialty & Generic,2025-08-06,6714654208,Elanco Animal Health Incorporat,Elanco Animal Health Incorporated,NYSE,N/A
ESTC,Technology,Software - Application,2025-08-29,9609127936,Elastic N.V.,Elastic N.V.,NYSE,Nasdaq Real Time Price
EA,Communication Services,Electronic Gaming & Multimedia,2025-07-28,35819413504,Electronic Arts Inc.,Electronic Arts Inc.,NasdaqGS,Nasdaq Real Time Price
ESI,Basic Materials,Specialty Chemicals,2025-07-28,5296287232,Element Solutions Inc.,Element Solutions Inc,NYSE,Delayed Quote
ELV,Healthcare,Healthcare Plans,2025-07-15,85975048192,"Elevance Health, Inc.","Elevance Health, Inc.",NYSE,Delayed Quote
EME,Industrials,Engineering & Construction,2025-07-23,20958382080,"EMCOR Group, Inc.","EMCOR Group, Inc.",NYSE,Delayed Quote
EMR,Industrials,Specialty Industrial Machinery,2025-08-05,67454996480,Emerson Electric Company,Emerson Electric Co.,NYSE,Delayed Quote
EHC,Healthcare,Medical Care Facilities,2025-08-04,12096648192,Encompass Health Corporation,Encompass Health Corporation,NYSE,Delayed Quote
ENOV,Healthcare,Medical Devices,2025-08-05,1830795264,Enovis Corporation,Enovis Corporation,NYSE,Delayed Quote
ENPH,Technology,Solar,2025-07-21,5148562944,"Enphase Energy, Inc.","Enphase Energy, Inc.",NasdaqGM,Nasdaq Real Time Price
ENTG,Technology,Semiconductor Equipment & Materials,2025-07-29,10964387840,"Entegris, Inc.","Entegris, Inc.",NasdaqGS,Nasdaq Real Time Price
ETR,Utilities,Utilities - Regulated Electric,2025-07-30,36760150016,Entergy Corporation,Entergy Corporation,NYSE,Delayed Quote
NVST,Healthcare,Medical Instruments & Supplies,2025-08-05,3128730112,Envista Holdings Corporation,Envista Holdings Corporation,NYSE,Nasdaq Real Time Price
EOG,Energy,Oil & Gas E&P,2025-07-30,59971076096,"EOG Resources, Inc.","EOG Resources, Inc.",NYSE,Delayed Quote
EPAM,Technology,Information Technology Services,2025-08-06,9845105664,"EPAM Systems, Inc.","EPAM Systems, Inc.",NYSE,Nasdaq Real Time Price
EPR,Real Estate,REIT - Specialty,2025-07-29,4203545088,EPR Properties,EPR Properties,NYSE,N/A
EQT,Energy,Oil & Gas E&P,2025-07-21,33145919488,EQT Corporation,EQT Corporation,NYSE,Delayed Quote
EFX,Industrials,Consulting Services,2025-07-15,32670545920,"Equifax, Inc.",Equifax Inc.,NYSE,Delayed Quote
EQIX,Real Estate,REIT - Specialty,2025-08-05,86807511040,"Equinix, Inc.","Equinix, Inc.",NasdaqGS,Nasdaq Real Time Price
EQH,Financial Services,Asset Management,2025-07-28,16261421056,"Equitable Holdings, Inc.","Equitable Holdings, Inc.",NYSE,Delayed Quote
ELS,Real Estate,REIT - Residential,2025-07-21,12608444416,"Equity Lifestyle Properties, In","Equity LifeStyle Properties, Inc.",NYSE,N/A
EQR,Real Estate,REIT - Residential,2025-07-28,27404728320,Equity Residential,Equity Residential,NYSE,Delayed Quote
ESAB,Industrials,Metal Fabrication,2025-07-31,7505115136,ESAB Corporation,ESAB Corporation,NYSE,N/A
WTRG,Utilities,Utilities - Regulated Water,2025-08-04,10767781888,"Essential Utilities, Inc.","Essential Utilities, Inc.",NYSE,Delayed Quote
ESS,Real Estate,REIT - Residential,2025-07-28,19477510144,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",NYSE,Delayed Quote
EL,Consumer Defensive,Household & Personal Products,2025-08-20,24704169984,"Estee Lauder Companies, Inc. (T",The Estée Lauder Companies Inc.,NYSE,Nasdaq Real Time Price
ETSY,Consumer Cyclical,Internet Retail,2025-07-29,5525903360,"Etsy, Inc.","Etsy, Inc.",NasdaqGS,Nasdaq Real Time Price
EEFT,Technology,Software - Infrastructure,2025-07-16,4680827904,"Euronet Worldwide, Inc.","Euronet Worldwide, Inc.",NasdaqGS,Nasdaq Real Time Price
EVR,Financial Services,Capital Markets,2025-07-22,9084185600,Evercore Inc.,Evercore Inc.,NYSE,Delayed Quote
EG,Financial Services,Insurance - Reinsurance,2025-07-29,14731893760,"Everest Group, Ltd.","Everest Group, Ltd.",NYSE,Delayed Quote
EVRG,Utilities,Utilities - Regulated Electric,2025-08-07,15238928384,"Evergy, Inc.","Evergy, Inc.",NasdaqGS,Nasdaq Real Time Price
ES,Utilities,Utilities - Regulated Electric,2025-07-29,23545702400,Eversource Energy (D/B/A),Eversource Energy,NYSE,Nasdaq Real Time Price
ECG,Industrials,Engineering & Construction,2025-08-05,2951346688,"Everus Construction Group, Inc.","Everus Construction Group, Inc.",NYSE,Delayed Quote
EXAS,Healthcare,Diagnostics & Research,2025-07-29,10869321728,Exact Sciences Corporation,Exact Sciences Corporation,NasdaqCM,Nasdaq Real Time Price
EXEL,Healthcare,Biotechnology,2025-08-04,11617359872,"Exelixis, Inc.","Exelixis, Inc.",NasdaqGS,Nasdaq Real Time Price
EXC,Utilities,Utilities - Regulated Electric,2025-07-30,44116897792,Exelon Corporation,Exelon Corporation,NasdaqGS,Nasdaq Real Time Price
EXE,Energy,Oil & Gas E&P,2025-07-28,27529412608,Expand Energy Corporation,Expand Energy Corporation,NasdaqGS,Nasdaq Real Time Price
EXPE,Consumer Cyclical,Travel Services,2025-08-06,21057593344,"Expedia Group, Inc.","Expedia Group, Inc.",NasdaqGS,Nasdaq Real Time Price
EXPD,Industrials,Integrated Freight & Logistics,2025-08-05,15512099840,Expeditors International of Was,"Expeditors International of Washington, Inc.",NYSE,Delayed Quote
EXR,Real Estate,REIT - Industrial,2025-07-28,33414215680,Extra Space Storage Inc,Extra Space Storage Inc.,NYSE,Delayed Quote
XOM,Energy,Oil & Gas Integrated,2025-07-31,442556973056,Exxon Mobil Corporation,Exxon Mobil Corporation,NYSE,Nasdaq Real Time Price
FFIV,Technology,Software - Infrastructure,2025-07-28,16114732032,"F5, Inc.","F5, Inc.",NasdaqGS,Nasdaq Real Time Price
FDS,Financial Services,Financial Data & Stock Exchanges,2025-06-23,17667031040,FactSet Research Systems Inc.,FactSet Research Systems Inc.,NYSE,Delayed Quote
FICO,Technology,Software - Application,2025-07-29,41015762944,Fair Isaac Corporation,Fair Isaac Corporation,NYSE,Delayed Quote
FAST,Industrials,Industrial Distribution,2025-07-14,47266287616,Fastenal Company,Fastenal Company,NasdaqGS,Nasdaq Real Time Price
FRT,Real Estate,REIT - Retail,2025-05-08,8336712704,Federal Realty Investment Trust,Federal Realty Investment Trust,NYSE,Nasdaq Real Time Price
FDX,Industrials,Integrated Freight & Logistics,2025-06-24,52774076416,FedEx Corporation,FedEx Corporation,NYSE,Delayed Quote
FERG,Industrials,Industrial Distribution,2025-06-03,36741595136,Ferguson Enterprises Inc.,Ferguson Enterprises Inc.,NYSE,Nasdaq Real Time Price
FNF,Financial Services,Insurance - Specialty,2025-08-04,14943162368,FNF Group of Fidelity National ,"Fidelity National Financial, Inc.",NYSE,Delayed Quote
FIS,Technology,Information Technology Services,2025-08-04,41122664448,Fidelity National Information S,"Fidelity National Information Services, Inc.",NYSE,Nasdaq Real Time Price
FITB,Financial Services,Banks - Regional,2025-07-17,25578291200,Fifth Third Bancorp,Fifth Third Bancorp,NasdaqGS,Nasdaq Real Time Price
FAF,Financial Services,Insurance - Specialty,2025-07-23,5656413184,First American Corporation (New,First American Financial Corporation,NYSE,Delayed Quote
FCNCA,Financial Services,Banks - Regional,2025-07-23,24291538944,"First Citizens BancShares, Inc.","First Citizens BancShares, Inc.",NasdaqGS,Nasdaq Real Time Price
FHB,Financial Services,Banks - Regional,2025-07-24,3000912640,"First Hawaiian, Inc.","First Hawaiian, Inc.",NasdaqGS,Nasdaq Real Time Price
FHN,Financial Services,Banks - Regional,2025-07-15,10200456192,First Horizon Corporation,First Horizon Corporation,NYSE,Delayed Quote
FR,Real Estate,REIT - Industrial,2025-07-15,6787349504,"First Industrial Realty Trust, ","First Industrial Realty Trust, Inc.",NYSE,Delayed Quote
FSLR,Technology,Solar,2025-07-28,16724701184,"First Solar, Inc.","First Solar, Inc.",NasdaqGS,Nasdaq Real Time Price
FE,Utilities,Utilities - Regulated Electric,2025-07-28,24067403776,FirstEnergy Corp.,FirstEnergy Corp.,NYSE,N/A
FI,Technology,Information Technology Services,2025-07-22,88498749440,"Fiserv, Inc.","Fiserv, Inc.",NYSE,Nasdaq Real Time Price
FIVE,Consumer Cyclical,Specialty Retail,2025-06-04,6423383552,"Five Below, Inc.","Five Below, Inc.",NasdaqGS,Nasdaq Real Time Price
FIVN,Technology,Software - Infrastructure,2025-08-06,2059344000,"Five9, Inc.","Five9, Inc.",NasdaqGM,Nasdaq Real Time Price
FND,Consumer Cyclical,Home Improvement Retail,2025-07-30,7845553664,"Floor & Decor Holdings, Inc.","Floor & Decor Holdings, Inc.",NYSE,Nasdaq Real Time Price
FLO,Consumer Defensive,Packaged Foods,2025-08-14,3589346048,"Flowers Foods, Inc.","Flowers Foods, Inc.",NYSE,Delayed Quote
FLS,Industrials,Specialty Industrial Machinery,2025-07-28,6604429312,Flowserve Corporation,Flowserve Corporation,NYSE,Nasdaq Real Time Price
FMC,Basic Materials,Agricultural Inputs,2025-07-29,4911421952,FMC Corporation,FMC Corporation,NYSE,Delayed Quote
FNB,Financial Services,Banks - Regional,2025-07-15,5044480512,F.N.B. Corporation,F.N.B. Corporation,NYSE,Delayed Quote
F,Consumer Cyclical,Auto Manufacturers,2025-07-22,40640339968,Ford Motor Company,Ford Motor Company,NYSE,Delayed Quote
FTNT,Technology,Software - Infrastructure,2025-08-04,78103052288,"Fortinet, Inc.","Fortinet, Inc.",NasdaqGS,Nasdaq Real Time Price
FTV,Technology,Scientific & Technical Instruments,2025-07-22,24155412480,Fortive Corporation,Fortive Corporation,NYSE,Nasdaq Real Time Price
FTRE,Healthcare,Biotechnology,2025-08-11,378289984,Fortrea Holdings Inc.,Fortrea Holdings Inc.,NasdaqGS,Nasdaq Real Time Price
FBIN,Industrials,Building Products & Equipment,2025-07-23,6144134656,"Fortune Brands Innovations, Inc","Fortune Brands Innovations, Inc.",NYSE,Delayed Quote
FOXA,Communication Services,Entertainment,2025-08-04,23537627136,Fox Corporation,Fox Corporation,NasdaqGS,Nasdaq Real Time Price
FOX,Communication Services,Entertainment,2025-08-04,23537655808,Fox Corporation,Fox Corporation,NasdaqGS,Nasdaq Real Time Price
BEN,Financial Services,Asset Management,2025-07-24,11456357376,"Franklin Resources, Inc.","Franklin Resources, Inc.",NYSE,Nasdaq Real Time Price
